crop_name,planting_date,harvest_date,growth_stage,pest_control_measures,yield_prediction
Wheat,2023-10-30,2024-02-09,Fruiting,Regular field monitoring,4340
Wheat,2025-02-05,2025-05-20,Maturity,Regular field monitoring,500
Wheat,2025-01-26,2025-04-09,Flowering,Neem oil application,3270
Potato,2023-05-15,2023-09-26,Fruiting,Biological pest control,1635
Cotton,2023-08-20,2023-12-18,Vegetative,Regular field monitoring,4560
Rice,2023-09-25,2024-01-22,Fruiting,Regular field monitoring,1290
Barley,2023-05-20,2023-09-07,Fruiting,Biological pest control,4546
Potato,2023-06-13,2023-11-09,Flowering,Crop rotation,1753
Potato,2024-10-01,2025-03-14,Maturity,Crop rotation,1758
Soybean,2023-12-16,2024-03-16,Vegetative,Use of organic pesticides,4119
Rice,2024-11-12,2025-05-10,Flowering,Use of organic pesticides,1819
Rice,2024-12-01,2025-02-16,Seedling,Neem oil application,4257
Cotton,2024-07-25,2024-10-24,Seedling,Use of organic pesticides,4533
Corn,2023-12-06,2024-02-04,Fruiting,Regular field monitoring,1965
Potato,2024-07-19,2024-12-05,Vegetative,Biological pest control,2688
Rice,2023-03-14,2023-05-21,Maturity,Neem oil application,4692
Sugarcane,2025-01-09,2025-05-22,Flowering,Use of organic pesticides,4850
Corn,2023-03-20,2023-06-26,Flowering,Neem oil application,998
Barley,2025-01-18,2025-05-24,Seedling,Biological pest control,3285
Wheat,2024-07-05,2024-09-28,Vegetative,Regular field monitoring,1430
Corn,2023-04-23,2023-07-12,Flowering,Use of organic pesticides,985
Wheat,2023-04-04,2023-07-07,Maturity,Chemical pesticides,3078
Rice,2024-12-14,2025-02-14,Flowering,Regular field monitoring,3217
Soybean,2024-09-11,2025-01-15,Flowering,Use of organic pesticides,1661
Wheat,2023-02-27,2023-05-02,Seedling,Use of organic pesticides,3661
Soybean,2023-09-29,2024-03-24,Fruiting,Neem oil application,2945
Tomato,2023-08-07,2024-01-02,Seedling,Chemical pesticides,929
Tomato,2024-12-10,2025-05-18,Flowering,Crop rotation,671
Lettuce,2023-06-13,2023-08-31,Vegetative,Neem oil application,1883
Soybean,2023-12-13,2024-04-21,Vegetative,Biological pest control,2559
Barley,2023-08-05,2023-11-26,Vegetative,Biological pest control,4266
Corn,2023-07-09,2023-11-08,Flowering,Chemical pesticides,4368
Soybean,2023-04-23,2023-08-25,Vegetative,Chemical pesticides,2781
Cotton,2023-11-18,2024-03-11,Maturity,Chemical pesticides,1984
Rice,2024-02-06,2024-04-28,Flowering,Chemical pesticides,3397
Potato,2023-12-28,2024-06-04,Vegetative,Regular field monitoring,3094
Potato,2024-07-25,2025-01-21,Maturity,Chemical pesticides,1663
Soybean,2023-07-08,2023-11-29,Vegetative,Neem oil application,1678
Corn,2023-09-22,2024-03-08,Flowering,Chemical pesticides,2968
Sugarcane,2023-08-04,2024-01-31,Vegetative,Regular field monitoring,1016
Potato,2023-10-31,2024-01-28,Vegetative,Biological pest control,3626
Barley,2025-01-14,2025-03-24,Maturity,Chemical pesticides,1891
Cotton,2025-01-12,2025-06-28,Fruiting,Use of organic pesticides,1003
Tomato,2024-12-06,2025-04-19,Flowering,Use of organic pesticides,664
Rice,2024-03-09,2024-06-10,Fruiting,Use of organic pesticides,678
Tomato,2023-03-10,2023-06-23,Fruiting,Biological pest control,2811
Lettuce,2024-01-22,2024-07-15,Vegetative,Regular field monitoring,3399
Cotton,2023-08-26,2024-01-04,Vegetative,Use of organic pesticides,2732
Potato,2024-04-04,2024-08-08,Seedling,Use of organic pesticides,4226
Cotton,2024-08-14,2025-01-19,Seedling,Chemical pesticides,1682
Wheat,2025-02-14,2025-07-25,Fruiting,Chemical pesticides,4175
Soybean,2023-02-23,2023-08-22,Fruiting,Biological pest control,1121
Rice,2023-04-29,2023-10-13,Fruiting,Biological pest control,959
Wheat,2023-05-02,2023-07-01,Vegetative,Neem oil application,2365
Barley,2023-04-29,2023-08-08,Flowering,Chemical pesticides,978
Lettuce,2024-12-12,2025-04-04,Fruiting,Neem oil application,1546
Wheat,2023-02-17,2023-07-14,Seedling,Biological pest control,566
Cotton,2024-10-28,2025-02-05,Flowering,Use of organic pesticides,1366
Potato,2024-12-27,2025-03-02,Fruiting,Regular field monitoring,4308
Tomato,2023-11-01,2024-02-25,Maturity,Neem oil application,2270
Wheat,2024-03-07,2024-08-05,Maturity,Chemical pesticides,2601
Barley,2025-02-11,2025-07-11,Fruiting,Crop rotation,1264
Tomato,2024-09-03,2024-11-18,Fruiting,Biological pest control,918
Wheat,2023-05-04,2023-09-07,Flowering,Neem oil application,1676
Soybean,2024-02-24,2024-06-15,Flowering,Biological pest control,4150
Lettuce,2023-04-20,2023-07-30,Flowering,Regular field monitoring,3317
Wheat,2024-08-30,2024-12-30,Flowering,Chemical pesticides,4624
Barley,2024-01-09,2024-03-09,Seedling,Use of organic pesticides,4032
Corn,2023-12-23,2024-03-31,Vegetative,Chemical pesticides,3880
Wheat,2023-05-17,2023-10-05,Maturity,Chemical pesticides,718
Corn,2024-07-29,2024-12-10,Fruiting,Neem oil application,1998
Rice,2023-07-07,2023-10-17,Seedling,Neem oil application,1904
Lettuce,2023-07-24,2023-09-22,Vegetative,Use of organic pesticides,1985
Sugarcane,2024-09-02,2024-12-19,Fruiting,Neem oil application,3913
Barley,2024-12-19,2025-03-31,Vegetative,Regular field monitoring,3220
Lettuce,2025-01-03,2025-03-29,Maturity,Crop rotation,3735
Barley,2023-07-13,2023-12-02,Fruiting,Neem oil application,4631
Cotton,2023-05-23,2023-08-31,Seedling,Regular field monitoring,2901
Potato,2023-10-11,2024-01-26,Maturity,Biological pest control,2338
Barley,2023-11-10,2024-04-20,Fruiting,Chemical pesticides,1555
Sugarcane,2025-01-02,2025-05-17,Flowering,Use of organic pesticides,4814
Soybean,2023-12-08,2024-03-14,Vegetative,Regular field monitoring,2994
Barley,2024-05-17,2024-10-07,Vegetative,Neem oil application,2806
Tomato,2024-11-26,2025-05-16,Fruiting,Neem oil application,3161
Lettuce,2023-12-13,2024-05-27,Maturity,Use of organic pesticides,4317
Sugarcane,2024-08-09,2024-10-10,Maturity,Regular field monitoring,4821
Rice,2024-07-14,2025-01-10,Flowering,Regular field monitoring,704
Cotton,2024-06-12,2024-09-04,Fruiting,Neem oil application,2330
Potato,2023-10-10,2023-12-18,Fruiting,Crop rotation,3857
Potato,2023-06-05,2023-09-06,Flowering,Biological pest control,1641
Barley,2024-02-29,2024-08-04,Flowering,Use of organic pesticides,4779
Lettuce,2024-04-24,2024-09-23,Seedling,Biological pest control,3078
Corn,2023-11-24,2024-03-05,Vegetative,Biological pest control,3209
Rice,2023-09-26,2024-03-10,Maturity,Chemical pesticides,1802
Sugarcane,2023-12-07,2024-04-25,Seedling,Neem oil application,2699
Sugarcane,2024-09-04,2025-01-02,Flowering,Chemical pesticides,3805
Soybean,2024-10-21,2025-03-06,Maturity,Chemical pesticides,2332
Tomato,2024-07-21,2024-10-18,Fruiting,Regular field monitoring,2648
Soybean,2024-11-14,2025-02-14,Fruiting,Crop rotation,2852
Barley,2024-09-29,2024-12-05,Fruiting,Crop rotation,4297
Wheat,2023-06-16,2023-10-31,Flowering,Neem oil application,4255
Cotton,2024-01-06,2024-03-18,Flowering,Chemical pesticides,4593
Rice,2024-11-27,2025-03-03,Seedling,Crop rotation,3604
Corn,2023-12-07,2024-02-07,Vegetative,Chemical pesticides,1739
Rice,2024-12-11,2025-05-05,Vegetative,Use of organic pesticides,1556
Lettuce,2023-08-01,2023-11-30,Vegetative,Biological pest control,4555
Barley,2024-02-14,2024-05-01,Seedling,Use of organic pesticides,1816
Barley,2023-05-31,2023-08-14,Maturity,Chemical pesticides,2364
Wheat,2024-05-07,2024-10-22,Flowering,Biological pest control,4777
Soybean,2024-10-03,2024-12-04,Flowering,Biological pest control,3118
Corn,2024-04-21,2024-08-15,Flowering,Regular field monitoring,4466
Cotton,2023-10-31,2024-04-22,Seedling,Biological pest control,3057
Corn,2024-07-20,2024-10-03,Seedling,Chemical pesticides,2892
Wheat,2023-04-06,2023-06-20,Fruiting,Biological pest control,4526
Lettuce,2023-12-06,2024-05-01,Fruiting,Chemical pesticides,1744
Sugarcane,2024-07-13,2024-10-03,Seedling,Biological pest control,1716
Barley,2023-08-01,2023-10-13,Fruiting,Regular field monitoring,2176
Soybean,2024-06-17,2024-08-16,Vegetative,Chemical pesticides,2525
Cotton,2024-11-24,2025-03-20,Fruiting,Crop rotation,3022
Potato,2023-06-11,2023-10-22,Seedling,Crop rotation,4267
Lettuce,2023-04-11,2023-09-03,Flowering,Chemical pesticides,4357
Rice,2024-07-05,2024-10-28,Flowering,Chemical pesticides,1472
Soybean,2025-02-09,2025-07-14,Maturity,Chemical pesticides,3693
Lettuce,2024-12-31,2025-06-04,Flowering,Chemical pesticides,3019
Tomato,2024-11-13,2025-04-11,Maturity,Regular field monitoring,898
Potato,2024-06-09,2024-09-01,Seedling,Use of organic pesticides,3640
Cotton,2024-07-24,2024-11-25,Seedling,Biological pest control,3907
Sugarcane,2024-01-22,2024-03-28,Vegetative,Biological pest control,1833
Wheat,2023-10-19,2024-01-07,Seedling,Chemical pesticides,3412
Sugarcane,2023-08-16,2024-01-06,Seedling,Biological pest control,4783
Tomato,2023-04-26,2023-07-03,Maturity,Crop rotation,2068
Barley,2025-02-15,2025-05-10,Flowering,Use of organic pesticides,2369
Rice,2024-07-22,2025-01-03,Maturity,Neem oil application,4464
Potato,2024-11-22,2025-04-02,Vegetative,Crop rotation,4423
Wheat,2023-03-07,2023-07-12,Flowering,Crop rotation,1723
Potato,2023-08-15,2024-01-30,Flowering,Neem oil application,4463
Potato,2023-11-03,2024-04-14,Vegetative,Regular field monitoring,1368
Lettuce,2024-06-14,2024-08-23,Maturity,Regular field monitoring,2022
Corn,2024-04-01,2024-07-04,Flowering,Biological pest control,3716
Wheat,2024-02-22,2024-07-08,Seedling,Use of organic pesticides,1139
Rice,2024-10-11,2025-02-18,Fruiting,Regular field monitoring,505
Corn,2023-04-10,2023-08-04,Fruiting,Neem oil application,837
Tomato,2023-08-12,2023-12-03,Fruiting,Biological pest control,2923
Potato,2023-10-30,2024-01-09,Flowering,Biological pest control,1548
Cotton,2024-12-13,2025-04-18,Maturity,Crop rotation,3838
Rice,2024-05-19,2024-10-25,Fruiting,Use of organic pesticides,919
Corn,2023-11-17,2024-05-13,Fruiting,Use of organic pesticides,1595
Wheat,2023-03-02,2023-06-03,Flowering,Biological pest control,2030
Barley,2024-11-23,2025-03-23,Fruiting,Chemical pesticides,3944
Rice,2024-08-09,2024-11-23,Maturity,Biological pest control,2616
Potato,2024-06-02,2024-08-12,Flowering,Neem oil application,3951
Barley,2024-08-29,2025-02-17,Maturity,Neem oil application,2509
Sugarcane,2024-10-23,2025-04-10,Flowering,Biological pest control,2484
Barley,2023-12-27,2024-06-03,Fruiting,Regular field monitoring,4407
Cotton,2023-10-16,2024-03-28,Flowering,Neem oil application,4684
Sugarcane,2024-07-05,2024-10-20,Flowering,Regular field monitoring,4469
Potato,2023-03-07,2023-07-25,Fruiting,Biological pest control,1500
Potato,2024-09-21,2024-12-01,Maturity,Regular field monitoring,3652
Barley,2024-06-15,2024-11-10,Flowering,Regular field monitoring,976
Rice,2024-01-26,2024-04-22,Flowering,Crop rotation,1625
Soybean,2024-05-29,2024-08-27,Fruiting,Regular field monitoring,3818
Soybean,2024-10-14,2025-04-09,Flowering,Crop rotation,4487
Tomato,2024-07-14,2024-12-27,Flowering,Crop rotation,624
Soybean,2023-08-21,2023-11-28,Seedling,Neem oil application,1974
Cotton,2024-12-24,2025-06-09,Vegetative,Use of organic pesticides,1209
Lettuce,2023-09-25,2024-02-16,Seedling,Regular field monitoring,1646
Soybean,2024-02-23,2024-04-29,Maturity,Biological pest control,1920
Lettuce,2024-12-27,2025-03-29,Seedling,Neem oil application,3469
Sugarcane,2025-02-06,2025-07-09,Vegetative,Chemical pesticides,4174
Tomato,2024-03-25,2024-06-04,Maturity,Crop rotation,3469
Corn,2023-11-18,2024-05-07,Flowering,Chemical pesticides,3832
Soybean,2024-05-19,2024-07-18,Seedling,Crop rotation,1616
Potato,2023-09-17,2024-02-19,Vegetative,Use of organic pesticides,550
Wheat,2023-06-14,2023-09-20,Maturity,Chemical pesticides,4121
Corn,2023-11-08,2024-01-29,Flowering,Chemical pesticides,3021
Corn,2024-04-04,2024-08-16,Maturity,Chemical pesticides,2440
Potato,2025-01-26,2025-05-20,Maturity,Use of organic pesticides,2433
Cotton,2024-11-18,2025-04-22,Fruiting,Chemical pesticides,4719
Barley,2023-06-03,2023-10-18,Seedling,Neem oil application,1557
Potato,2024-10-08,2024-12-22,Maturity,Biological pest control,4944
Rice,2024-12-11,2025-03-11,Seedling,Regular field monitoring,1460
Lettuce,2023-07-17,2023-12-23,Flowering,Biological pest control,2749
Rice,2023-12-25,2024-06-06,Vegetative,Use of organic pesticides,1282
Sugarcane,2024-06-26,2024-11-29,Vegetative,Chemical pesticides,3831
Potato,2024-04-07,2024-09-15,Vegetative,Crop rotation,1763
Lettuce,2024-07-15,2024-10-26,Fruiting,Biological pest control,3615
Cotton,2024-03-04,2024-07-15,Flowering,Crop rotation,2420
Barley,2023-09-03,2024-02-24,Fruiting,Biological pest control,3503
Soybean,2023-12-25,2024-04-29,Fruiting,Use of organic pesticides,1049
Lettuce,2023-11-29,2024-02-17,Fruiting,Neem oil application,3280
Corn,2023-02-25,2023-07-10,Fruiting,Use of organic pesticides,991
Soybean,2023-08-06,2023-10-21,Fruiting,Crop rotation,1533
Rice,2024-06-05,2024-11-22,Fruiting,Chemical pesticides,4165
Wheat,2024-09-17,2025-01-27,Fruiting,Use of organic pesticides,1413
Potato,2024-09-18,2025-03-11,Seedling,Regular field monitoring,2979
Soybean,2024-06-09,2024-10-14,Flowering,Regular field monitoring,2555
Barley,2023-05-20,2023-10-06,Seedling,Chemical pesticides,1355
Potato,2023-08-09,2024-01-01,Seedling,Chemical pesticides,1434
Tomato,2024-12-15,2025-02-13,Vegetative,Use of organic pesticides,4645
Lettuce,2025-02-12,2025-05-25,Maturity,Biological pest control,831
Corn,2023-05-14,2023-09-01,Seedling,Chemical pesticides,1562
Corn,2024-10-16,2025-03-06,Vegetative,Use of organic pesticides,895
Corn,2024-04-19,2024-07-10,Seedling,Crop rotation,4112
Wheat,2023-05-23,2023-11-18,Maturity,Use of organic pesticides,724
Potato,2024-05-09,2024-08-27,Vegetative,Crop rotation,2909
Rice,2023-02-24,2023-08-17,Vegetative,Crop rotation,4468
Cotton,2023-08-03,2023-10-28,Vegetative,Neem oil application,4265
Soybean,2023-03-09,2023-06-21,Flowering,Use of organic pesticides,3384
Rice,2023-07-30,2023-10-11,Vegetative,Crop rotation,795
Rice,2024-07-05,2024-10-26,Fruiting,Neem oil application,1731
Potato,2023-03-15,2023-05-15,Seedling,Biological pest control,3747
Lettuce,2023-03-02,2023-06-07,Maturity,Regular field monitoring,4314
Corn,2024-02-08,2024-07-01,Maturity,Biological pest control,4820
Corn,2023-08-25,2024-01-15,Vegetative,Regular field monitoring,2161
Rice,2024-03-05,2024-06-09,Fruiting,Neem oil application,1161
Sugarcane,2023-05-16,2023-09-17,Seedling,Biological pest control,4073
Rice,2024-09-23,2025-01-08,Seedling,Biological pest control,2629
Corn,2024-12-20,2025-03-06,Seedling,Use of organic pesticides,4509
Corn,2023-08-27,2023-11-15,Maturity,Neem oil application,2781
Barley,2024-10-23,2025-02-04,Vegetative,Neem oil application,2842
Barley,2024-01-18,2024-03-19,Vegetative,Biological pest control,2703
Lettuce,2024-07-12,2024-12-27,Maturity,Chemical pesticides,4028
Soybean,2024-10-21,2025-02-19,Maturity,Biological pest control,4399
Lettuce,2024-01-25,2024-06-09,Fruiting,Regular field monitoring,2376
Cotton,2024-04-23,2024-10-17,Fruiting,Regular field monitoring,2189
Barley,2023-02-20,2023-06-19,Maturity,Neem oil application,4029
Sugarcane,2023-06-02,2023-09-18,Vegetative,Use of organic pesticides,2019
Lettuce,2023-08-01,2024-01-13,Fruiting,Neem oil application,2240
Soybean,2023-08-07,2024-01-23,Fruiting,Use of organic pesticides,3672
Wheat,2025-02-12,2025-05-23,Vegetative,Biological pest control,4521
Rice,2023-05-24,2023-07-25,Fruiting,Biological pest control,960
Cotton,2023-10-05,2023-12-09,Maturity,Regular field monitoring,1809
Corn,2024-09-27,2025-03-20,Vegetative,Use of organic pesticides,3869
Wheat,2023-08-02,2023-12-06,Seedling,Biological pest control,2750
Cotton,2024-04-30,2024-10-08,Maturity,Biological pest control,953
Cotton,2023-04-28,2023-07-18,Maturity,Chemical pesticides,4356
Cotton,2023-10-01,2023-12-24,Maturity,Regular field monitoring,2517
Cotton,2024-03-19,2024-09-08,Vegetative,Biological pest control,1682
Potato,2024-02-14,2024-07-26,Flowering,Chemical pesticides,3370
Sugarcane,2024-05-23,2024-09-24,Maturity,Biological pest control,4830
Rice,2023-04-16,2023-06-21,Maturity,Use of organic pesticides,1851
Barley,2024-06-03,2024-09-15,Vegetative,Crop rotation,4750
Sugarcane,2024-02-11,2024-04-13,Seedling,Regular field monitoring,1149
Soybean,2024-06-16,2024-08-25,Maturity,Regular field monitoring,1467
Soybean,2024-03-18,2024-06-30,Flowering,Use of organic pesticides,1972
Rice,2024-06-23,2024-10-03,Vegetative,Crop rotation,2745
Sugarcane,2024-01-25,2024-05-24,Maturity,Biological pest control,4343
Potato,2024-12-17,2025-05-30,Seedling,Crop rotation,2441
Lettuce,2024-03-16,2024-08-11,Flowering,Crop rotation,1423
Barley,2023-06-04,2023-10-13,Maturity,Regular field monitoring,2370
Rice,2024-02-11,2024-05-31,Flowering,Neem oil application,3801
Barley,2024-12-10,2025-05-15,Maturity,Neem oil application,2958
Cotton,2024-04-18,2024-08-06,Fruiting,Crop rotation,609
Wheat,2024-06-11,2024-11-18,Seedling,Neem oil application,3697
Corn,2024-01-19,2024-06-10,Flowering,Chemical pesticides,4898
Lettuce,2024-07-13,2024-11-18,Fruiting,Chemical pesticides,1585
Cotton,2024-09-27,2025-01-23,Vegetative,Regular field monitoring,1521
Wheat,2025-02-02,2025-07-24,Fruiting,Regular field monitoring,900
Rice,2023-05-23,2023-07-30,Vegetative,Chemical pesticides,2611
Barley,2024-06-04,2024-11-01,Vegetative,Biological pest control,4744
Sugarcane,2025-02-11,2025-06-10,Flowering,Crop rotation,3827
Cotton,2023-07-17,2023-12-11,Vegetative,Neem oil application,2353
Barley,2024-06-04,2024-08-17,Fruiting,Crop rotation,4649
Tomato,2023-09-23,2024-01-26,Maturity,Biological pest control,3437
Barley,2023-04-22,2023-08-17,Fruiting,Regular field monitoring,999
Soybean,2024-03-02,2024-08-25,Flowering,Regular field monitoring,4704
Sugarcane,2024-10-02,2025-02-28,Seedling,Use of organic pesticides,2897
Cotton,2024-01-11,2024-03-26,Maturity,Neem oil application,1465
Corn,2023-10-28,2024-04-11,Maturity,Regular field monitoring,3839
Lettuce,2023-05-05,2023-10-26,Fruiting,Biological pest control,3510
Rice,2023-07-30,2023-11-23,Fruiting,Chemical pesticides,4324
Barley,2023-06-10,2023-08-23,Maturity,Regular field monitoring,1057
Soybean,2023-03-14,2023-05-19,Flowering,Use of organic pesticides,743
Barley,2023-02-25,2023-07-28,Seedling,Chemical pesticides,770
Sugarcane,2023-11-01,2024-01-26,Flowering,Crop rotation,3979
Corn,2024-06-04,2024-10-20,Flowering,Chemical pesticides,3297
Cotton,2023-10-13,2023-12-25,Flowering,Crop rotation,4533
Wheat,2023-06-29,2023-10-11,Fruiting,Biological pest control,4249
Cotton,2023-07-25,2023-12-20,Maturity,Biological pest control,946
Lettuce,2024-09-30,2025-02-20,Vegetative,Chemical pesticides,3395
Tomato,2023-12-01,2024-04-22,Flowering,Regular field monitoring,3399
Corn,2023-09-05,2024-03-03,Maturity,Crop rotation,4184
Tomato,2024-10-30,2025-03-02,Maturity,Use of organic pesticides,2347
Potato,2024-03-21,2024-09-07,Seedling,Crop rotation,1254
Rice,2024-08-29,2024-12-04,Fruiting,Biological pest control,1699
Wheat,2023-12-09,2024-04-25,Vegetative,Crop rotation,4855
Lettuce,2024-02-11,2024-05-31,Vegetative,Neem oil application,3465
